Date,Price,Open,High,Low,Vol.,Change %,Date_m
29-Jul-17,0.1706,0.1626,0.171,0.1542,8.50M,4.92,42945
30-Jul-17,0.1636,0.1706,0.1725,0.1606,4.86M,-4.1,42946
31-Jul-17,0.163,0.1636,0.1684,0.1578,9.14M,-0.37,42947
01-Aug-17,0.1786,0.163,0.185,0.1585,26.82M,9.57,42948
02-Aug-17,0.1704,0.1786,0.18,0.168,11.47M,-4.59,42949
03-Aug-17,0.1746,0.1704,0.1772,0.1688,4.59M,2.46,42950
04-Aug-17,0.1736,0.1746,0.178,0.171,7.21M,-0.57,42951
05-Aug-17,0.184,0.1736,0.192,0.171,20.38M,5.99,42952
06-Aug-17,0.1803,0.184,0.1898,0.1765,12.15M,-2.01,42953
07-Aug-17,0.179,0.1803,0.183,0.1763,10.48M,-0.72,42954
08-Aug-17,0.1959,0.179,0.2,0.1768,31.91M,9.44,42955
09-Aug-17,0.1834,0.1959,0.1959,0.18,13.38M,-6.38,42956
10-Aug-17,0.1808,0.1834,0.185,0.177,11.26M,-1.42,42957
11-Aug-17,0.1775,0.1808,0.1834,0.1753,10.87M,-1.83,42958
12-Aug-17,0.1719,0.1775,0.1828,0.1704,13.18M,-3.15,42959
13-Aug-17,0.1661,0.1719,0.1719,0.1585,20.08M,-3.37,42960
14-Aug-17,0.1677,0.1661,0.1801,0.165,10.23M,0.96,42961
15-Aug-17,0.158,0.1677,0.1677,0.1521,18.86M,-5.78,42962
16-Aug-17,0.1608,0.158,0.1608,0.1486,16.04M,1.77,42963
17-Aug-17,0.158,0.1608,0.161,0.153,11.83M,-1.74,42964
18-Aug-17,0.157,0.158,0.17,0.151,19.65M,-0.63,42965
19-Aug-17,0.1525,0.157,0.162,0.148,14.31M,-2.87,42966
20-Aug-17,0.1591,0.1525,0.1617,0.1493,12.01M,4.33,42967
21-Aug-17,0.195,0.1591,0.2065,0.1511,54.92M,22.56,42968
22-Aug-17,0.242,0.195,0.259,0.1711,91.20M,24.1,42969
23-Aug-17,0.246,0.242,0.2995,0.2155,102.07M,1.65,42970
24-Aug-17,0.2171,0.246,0.2869,0.21,74.21M,-11.75,42971
25-Aug-17,0.2159,0.2171,0.231,0.2027,36.12M,-0.55,42972
26-Aug-17,0.2095,0.2159,0.231,0.206,16.76M,-2.96,42973
27-Aug-17,0.2016,0.2095,0.2103,0.1925,20.64M,-3.77,42974
28-Aug-17,0.2253,0.2016,0.2461,0.1941,53.16M,11.76,42975
29-Aug-17,0.2195,0.2253,0.226,0.212,23.63M,-2.57,42976
30-Aug-17,0.2316,0.2195,0.2331,0.2167,15.15M,5.51,42977
31-Aug-17,0.2588,0.2316,0.265,0.2272,28.80M,11.74,42978
01-Sep-17,0.2537,0.2588,0.26,0.2434,28.62M,-1.97,42979
02-Sep-17,0.2235,0.2537,0.2538,0.2135,40.90M,-11.9,42980
03-Sep-17,0.23,0.2235,0.2382,0.215,19.11M,2.91,42981
04-Sep-17,0.2025,0.23,0.2304,0.185,36.81M,-11.96,42982
05-Sep-17,0.215,0.2025,0.22,0.1881,27.24M,6.17,42983
06-Sep-17,0.231,0.215,0.2328,0.2139,19.74M,7.44,42984
07-Sep-17,0.2265,0.231,0.2317,0.2197,12.49M,-1.95,42985
08-Sep-17,0.2117,0.2265,0.229,0.1965,21.63M,-6.53,42986
09-Sep-17,0.2124,0.2117,0.2144,0.2067,8.70M,0.33,42987
10-Sep-17,0.2162,0.2124,0.224,0.1975,16.61M,1.79,42988
11-Sep-17,0.2139,0.2162,0.2215,0.2086,15.09M,-1.06,42989
12-Sep-17,0.2094,0.2139,0.2245,0.2052,17.51M,-2.1,42990
13-Sep-17,0.198,0.2094,0.2099,0.1902,14.95M,-5.44,42991
14-Sep-17,0.1708,0.198,0.2,0.166,30.05M,-13.74,42992
15-Sep-17,0.1842,0.1708,0.1924,0.1455,42.23M,7.85,42993
16-Sep-17,0.182,0.1842,0.1919,0.1729,15.12M,-1.19,42994
17-Sep-17,0.1812,0.182,0.184,0.1711,7.17M,-0.44,42995
18-Sep-17,0.1932,0.1812,0.1943,0.1808,17.22M,6.62,42996
19-Sep-17,0.1846,0.1932,0.1943,0.182,9.35M,-4.45,42997
20-Sep-17,0.1816,0.1846,0.1884,0.1805,5.38M,-1.63,42998
21-Sep-17,0.171,0.1816,0.1835,0.1686,7.18M,-5.84,42999
22-Sep-17,0.1729,0.171,0.1771,0.166,4.85M,1.11,43000
23-Sep-17,0.1793,0.1729,0.1804,0.1699,11.86M,3.7,43001
24-Sep-17,0.1749,0.1793,0.18,0.1726,3.93M,-2.45,43002
25-Sep-17,0.1838,0.1749,0.1869,0.1745,6.87M,5.09,43003
26-Sep-17,0.1889,0.1838,0.1943,0.181,9.69M,2.77,43004
27-Sep-17,0.2101,0.1889,0.2156,0.1877,21.35M,11.22,43005
